name,x,z,height
grid,384.0000,48.0000,-6.000000
grid,400.0000,48.0000,-6.000000
grid,416.0000,48.0000,-6.000000
grid,432.0000,48.0000,-6.000000
grid,448.0000,48.0000,-6.000000
grid,464.0000,48.0000,-6.000000
grid,480.0000,48.0000,-6.000000
grid,496.0000,48.0000,-6.000000
grid,512.0000,48.0000,-6.000000
grid,0.0000,64.0000,-6.000000
grid,16.0000,64.0000,-6.000000
grid,32.0000,64.0000,-6.000000
grid,48.0000,64.0000,-6.000000
grid,64.0000,64.0000,-6.000000
grid,80.0000,64.0000,-6.000000
grid,96.0000,64.0000,-6.000000
grid,112.0000,64.0000,-6.000000
grid,128.0000,64.0000,-6.000000
grid,144.0000,64.0000,-6.000000
grid,160.0000,64.0000,-6.000000
grid,176.0000,64.0000,-6.000000
grid,192.0000,64.0000,-6.000000
grid,208.0000,64.0000,-6.000000
grid,224.0000,64.0000,-6.000000
grid,240.0000,64.0000,-6.000000
grid,256.0000,64.0000,-6.000000
grid,272.0000,64.0000,-6.000000
grid,288.0000,64.0000,-6.000000
grid,304.0000,64.0000,-6.000000
grid,320.0000,64.0000,-6.000000
grid,336.0000,64.0000,-6.000000
grid,352.0000,64.0000,-6.000000
grid,368.0000,64.0000,-6.000000
grid,384.0000,64.0000,-6.000000
grid,400.0000,64.0000,-6.000000
grid,416.0000,64.0000,-6.000000
grid,432.0000,64.0000,-6.000000
grid,448.0000,64.0000,-6.000000
grid,464.0000,64.0000,-6.000000
grid,480.0000,64.0000,-6.000000
grid,496.0000,64.0000,-6.000000
grid,512.0000,64.0000,-6.000000
grid,0.0000,80.0000,-6.000000
grid,16.0000,80.0000,-6.000000
grid,32.0000,80.0000,-6.000000
grid,48.0000,80.0000,-6.000000
grid,64.0000,80.0000,-6.000000
grid,80.0000,80.0000,-4.912313
grid,96.0000,80.0000,-4.970529
grid,112.0000,80.0000,-5.951543
grid,128.0000,80.0000,-6.000000
grid,144.0000,80.0000,-6.000000
grid,160.0000,80.0000,-6.000000
grid,176.0000,80.0000,-6.000000
grid,192.0000,80.0000,-6.000000
grid,208.0000,80.0000,-6.000000
grid,224.0000,80.0000,-6.000000
grid,240.0000,80.0000,-6.000000
grid,256.0000,80.0000,-6.000000
grid,272.0000,80.0000,-6.000000
grid,288.0000,80.0000,-6.000000
grid,304.0000,80.0000,-6.000000
grid,320.0000,80.0000,-6.000000
grid,336.0000,80.0000,-4.515999
grid,352.0000,80.0000,1.511126
grid,368.0000,80.0000,4.278696
grid,384.0000,80.0000,-2.412811
grid,400.0000,80.0000,-5.577802
grid,416.0000,80.0000,-1.335750
grid,432.0000,80.0000,-1.015245
grid,448.0000,80.0000,-3.259764
grid,464.0000,80.0000,-5.999828
grid,480.0000,80.0000,-6.000000
grid,496.0000,80.0000,-6.000000
grid,512.0000,80.0000,-6.000000
grid,0.0000,96.0000,-6.000000
grid,16.0000,96.0000,-6.000000
grid,32.0000,96.0000,-6.000000
grid,48.0000,96.0000,-6.000000
grid,64.0000,96.0000,-2.340323
grid,80.0000,96.0000,0.835696
grid,96.0000,96.0000,1.110010
grid,112.0000,96.0000,1.104543
grid,128.0000,96.0000,1.358943
grid,144.0000,96.0000,-0.765077
grid,160.0000,96.0000,-3.227044
grid,176.0000,96.0000,-4.242693
grid,192.0000,96.0000,-6.000000
grid,208.0000,96.0000,-6.000000
grid,224.0000,96.0000,-6.000000
grid,240.0000,96.0000,-6.000000
grid,256.0000,96.0000,-6.000000
grid,272.0000,96.0000,-6.000000
grid,288.0000,96.0000,-6.000000
grid,304.0000,96.0000,-6.000000
grid,320.0000,96.0000,-3.695445
grid,336.0000,96.0000,2.948731
grid,352.0000,96.0000,8.267858
grid,368.0000,96.0000,10.998187
grid,384.0000,96.0000,8.374849
grid,400.0000,96.0000,10.281044
grid,416.0000,96.0000,8.366417
grid,432.0000,96.0000,4.590876
grid,448.0000,96.0000,1.110557
grid,464.0000,96.0000,-5.249436
grid,480.0000,96.0000,-6.000000
grid,496.0000,96.0000,-6.000000
grid,512.0000,96.0000,-6.000000
grid,0.0000,112.0000,-6.000000
grid,16.0000,112.0000,-6.000000
grid,32.0000,112.0000,-6.000000
grid,48.0000,112.0000,-6.000000
grid,64.0000,112.0000,-0.227247
grid,80.0000,112.0000,0.523690
grid,96.0000,112.0000,0.385326
grid,112.0000,112.0000,1.044517
grid,128.0000,112.0000,1.120958
grid,144.0000,112.0000,-0.728957
grid,160.0000,112.0000,0.563336
grid,176.0000,112.0000,0.763672
grid,192.0000,112.0000,-3.953720
grid,208.0000,112.0000,-6.000000
grid,224.0000,112.0000,-6.000000
grid,240.0000,112.0000,-6.000000
grid,256.0000,112.0000,-6.000000
grid,272.0000,112.0000,-6.000000
grid,288.0000,112.0000,-6.000000
grid,304.0000,112.0000,-5.292170
grid,320.0000,112.0000,0.329576
grid,336.0000,112.0000,4.538158
grid,352.0000,112.0000,8.337993
grid,368.0000,112.0000,14.755534
grid,384.0000,112.0000,10.208480
grid,400.0000,112.0000,14.879523
grid,416.0000,112.0000,8.495659
grid,432.0000,112.0000,5.185086
grid,448.0000,112.0000,1.310895
grid,464.0000,112.0000,-5.916912
grid,480.0000,112.0000,-6.000000
grid,496.0000,112.0000,-6.000000
grid,512.0000,112.0000,-6.000000
grid,0.0000,128.0000,-6.000000
grid,16.0000,128.0000,-6.000000
grid,32.0000,128.0000,-6.000000
grid,48.0000,128.0000,-6.000000
grid,64.0000,128.0000,-0.777242
grid,80.0000,128.0000,0.336729
grid,96.0000,128.0000,-1.810961
grid,112.0000,128.0000,0.504860
grid,128.0000,128.0000,-0.343725
grid,144.0000,128.0000,0.805730
grid,160.0000,128.0000,0.623846
grid,176.0000,128.0000,0.825159
grid,192.0000,128.0000,-1.482773
grid,208.0000,128.0000,-6.000000
grid,224.0000,128.0000,-6.000000
grid,240.0000,128.0000,-6.000000
grid,256.0000,128.0000,-6.000000
grid,272.0000,128.0000,-6.000000
grid,288.0000,128.0000,-6.000000
grid,304.0000,128.0000,-5.395318
grid,320.0000,128.0000,1.025668
grid,336.0000,128.0000,5.834610
grid,352.0000,128.0000,9.732085
grid,368.0000,128.0000,11.500387
grid,384.0000,128.0000,12.386373
grid,400.0000,128.0000,10.484545
grid,416.0000,128.0000,9.709014
grid,432.0000,128.0000,6.573607
grid,448.0000,128.0000,-2.461313
grid,464.0000,128.0000,-6.000000
grid,480.0000,128.0000,-6.000000
grid,496.0000,128.0000,-6.000000
grid,512.0000,128.0000,-6.000000
grid,0.0000,144.0000,-6.000000
grid,16.0000,144.0000,-6.000000
grid,32.0000,144.0000,-6.000000
grid,48.0000,144.0000,-6.000000
grid,64.0000,144.0000,1.045575
grid,80.0000,144.0000,0.877629
grid,96.0000,144.0000,-0.760750
grid,112.0000,144.0000,0.220603
grid,128.0000,144.0000,0.558804
grid,144.0000,144.0000,-0.017327
grid,160.0000,144.0000,0.875577
grid,176.0000,144.0000,1.117566
grid,192.0000,144.0000,-2.146352
grid,208.0000,144.0000,-6.000000
grid,224.0000,144.0000,-6.000000
grid,240.0000,144.0000,-6.000000
grid,256.0000,144.0000,-6.000000
grid,272.0000,144.0000,-6.000000
grid,288.0000,144.0000,-6.000000
grid,304.0000,144.0000,-6.000000
grid,320.0000,144.0000,-4.415375
grid,336.0000,144.0000,5.843441
grid,352.0000,144.0000,11.640718
grid,368.0000,144.0000,12.196977
grid,384.0000,144.0000,15.917938
grid,400.0000,144.0000,10.957923
grid,416.0000,144.0000,11.650485
grid,432.0000,144.0000,6.958481
grid,448.0000,144.0000,-5.704475
grid,464.0000,144.0000,-6.000000
grid,480.0000,144.0000,-6.000000
grid,496.0000,144.0000,-6.000000
grid,512.0000,144.0000,-6.000000
grid,0.0000,160.0000,-6.000000
grid,16.0000,160.0000,-6.000000
grid,32.0000,160.0000,-6.000000
grid,48.0000,160.0000,-5.736166
grid,64.0000,160.0000,1.125722
grid,80.0000,160.0000,0.722206
grid,96.0000,160.0000,1.291150
grid,112.0000,160.0000,1.583196
grid,128.0000,160.0000,0.421743
grid,144.0000,160.0000,-0.211211
grid,160.0000,160.0000,0.832072
grid,176.0000,160.0000,-3.322548
grid,192.0000,160.0000,-6.000000
grid,208.0000,160.0000,-6.000000
grid,224.0000,160.0000,-6.000000
grid,240.0000,160.0000,-6.000000
grid,256.0000,160.0000,-6.000000
grid,272.0000,160.0000,-6.000000
grid,288.0000,160.0000,-6.000000
grid,304.0000,160.0000,-6.000000
grid,320.0000,160.0000,-6.000000
grid,336.0000,160.0000,-6.000000
grid,352.0000,160.0000,4.622678
grid,368.0000,160.0000,8.830324
grid,384.0000,160.0000,13.706463
grid,400.0000,160.0000,8.771682
grid,416.0000,160.0000,6.899154
grid,432.0000,160.0000,1.508165
grid,448.0000,160.0000,-6.000000
grid,464.0000,160.0000,-6.000000
grid,480.0000,160.0000,-6.000000
grid,496.0000,160.0000,-6.000000
grid,512.0000,160.0000,-6.000000
grid,0.0000,176.0000,-6.000000
grid,16.0000,176.0000,-6.000000
grid,32.0000,176.0000,-6.000000
grid,48.0000,176.0000,-6.000000
grid,64.0000,176.0000,-3.534859
grid,80.0000,176.0000,0.491612
grid,96.0000,176.0000,1.046194
grid,112.0000,176.0000,1.362349
grid,128.0000,176.0000,1.275068
grid,144.0000,176.0000,0.913895
grid,160.0000,176.0000,-0.997532
grid,176.0000,176.0000,-6.000000
grid,192.0000,176.0000,-6.000000
grid,208.0000,176.0000,-6.000000
grid,224.0000,176.0000,-6.000000
grid,240.0000,176.0000,-6.000000
grid,256.0000,176.0000,-6.000000
grid,272.0000,176.0000,-6.000000
grid,288.0000,176.0000,-6.000000
grid,304.0000,176.0000,-6.000000
grid,320.0000,176.0000,-6.000000
grid,336.0000,176.0000,-6.000000
grid,352.0000,176.0000,-0.451139
grid,368.0000,176.0000,6.749857
grid,384.0000,176.0000,8.807786
grid,400.0000,176.0000,6.462365
grid,416.0000,176.0000,-0.675748
grid,432.0000,176.0000,-5.754305
grid,448.0000,176.0000,-6.000000
grid,464.0000,176.0000,-6.000000
grid,480.0000,176.0000,-6.000000
grid,496.0000,176.0000,-6.000000
grid,512.0000,176.0000,-6.000000
grid,0.0000,192.0000,-6.000000
grid,16.0000,192.0000,-6.000000
grid,32.0000,192.0000,-6.000000
grid,48.0000,192.0000,-6.000000
grid,64.0000,192.0000,-6.000000
grid,80.0000,192.0000,-5.236150
grid,96.0000,192.0000,0.831416
grid,112.0000,192.0000,1.148548
grid,128.0000,192.0000,1.101944
grid,144.0000,192.0000,-0.846563
grid,160.0000,192.0000,-5.934288
grid,176.0000,192.0000,-6.000000
grid,192.0000,192.0000,-6.000000
grid,208.0000,192.0000,-6.000000
grid,224.0000,192.0000,-6.000000
grid,240.0000,192.0000,-6.000000
grid,256.0000,192.0000,-6.000000
grid,272.0000,192.0000,-6.000000
grid,288.0000,192.0000,-6.000000
grid,304.0000,192.0000,-6.000000
grid,320.0000,192.0000,-6.000000
grid,336.0000,192.0000,-6.000000
grid,352.0000,192.0000,-5.065005
grid,368.0000,192.0000,1.352071
grid,384.0000,192.0000,1.832283
grid,400.0000,192.0000,-3.952318
grid,416.0000,192.0000,-6.000000
grid,432.0000,192.0000,-6.000000
grid,448.0000,192.0000,-6.000000
grid,464.0000,192.0000,-6.000000
grid,480.0000,192.0000,-6.000000
grid,496.0000,192.0000,-6.000000
grid,512.0000,192.0000,-6.000000
grid,0.0000,208.0000,-6.000000
grid,16.0000,208.0000,-6.000000
grid,32.0000,208.0000,-6.000000
grid,48.0000,208.0000,-6.000000
grid,64.0000,208.0000,-6.000000
grid,80.0000,208.0000,-6.000000
grid,96.0000,208.0000,-6.000000
grid,112.0000,208.0000,-5.603961
grid,128.0000,208.0000,-5.603961
grid,144.0000,208.0000,-6.000000
grid,160.0000,208.0000,-6.000000
grid,176.0000,208.0000,-6.000000
grid,192.0000,208.0000,-6.000000
grid,208.0000,208.0000,-6.000000
grid,224.0000,208.0000,-6.000000
grid,240.0000,208.0000,-6.000000
grid,256.0000,208.0000,-6.000000
grid,272.0000,208.0000,-6.000000
grid,288.0000,208.0000,-6.000000
grid,304.0000,208.0000,-6.000000
grid,320.0000,208.0000,-6.000000
grid,336.0000,208.0000,-6.000000
grid,352.0000,208.0000,-6.000000
grid,368.0000,208.0000,-5.623707
grid,384.0000,208.0000,-5.889091
grid,400.0000,208.0000,-6.000000
grid,416.0000,208.0000,-6.000000
grid,432.0000,208.0000,-6.000000
grid,448.0000,208.0000,-6.000000
grid,464.0000,208.0000,-6.000000
grid,480.0000,208.0000,-6.000000
grid,496.0000,208.0000,-6.000000
grid,512.0000,208.0000,-6.000000
grid,0.0000,224.0000,-6.000000
grid,16.0000,224.0000,-6.000000
grid,32.0000,224.0000,-6.000000
grid,48.0000,224.0000,-6.000000
grid,64.0000,224.0000,-6.000000
grid,80.0000,224.0000,-6.000000
grid,96.0000,224.0000,-6.000000
grid,112.0000,224.0000,-5.603961
grid,128.0000,224.0000,-5.603961
grid,144.0000,224.0000,-6.000000
grid,160.0000,224.0000,-6.000000
grid,176.0000,224.0000,-6.000000
grid,192.0000,224.0000,-6.000000
grid,208.0000,224.0000,-6.000000
grid,224.0000,224.0000,-6.000000
grid,240.0000,224.0000,-6.000000
grid,256.0000,224.0000,-6.000000
grid,272.0000,224.0000,-6.000000
grid,288.0000,224.0000,-6.000000
grid,304.0000,224.0000,-6.000000
grid,320.0000,224.0000,-6.000000
grid,336.0000,224.0000,-6.000000
grid,352.0000,224.0000,-6.000000
grid,368.0000,224.0000,-6.000000
grid,384.0000,224.0000,-6.000000
grid,400.0000,224.0000,-6.000000
grid,416.0000,224.0000,-6.000000
grid,432.0000,224.0000,-6.000000
grid,448.0000,224.0000,-6.000000
grid,464.0000,224.0000,-6.000000
grid,480.0000,224.0000,-6.000000
grid,496.0000,224.0000,-6.000000
grid,512.0000,224.0000,-6.000000
grid,0.0000,240.0000,-6.000000
grid,16.0000,240.0000,-6.000000
grid,32.0000,240.0000,-6.000000
grid,48.0000,240.0000,-6.000000
grid,64.0000,240.0000,-6.000000
grid,80.0000,240.0000,-6.000000
grid,96.0000,240.0000,-6.000000
grid,112.0000,240.0000,-5.603961
grid,128.0000,240.0000,-5.603961
grid,144.0000,240.0000,-6.000000
grid,160.0000,240.0000,-6.000000
grid,176.0000,240.0000,-6.000000
grid,192.0000,240.0000,-6.000000
grid,208.0000,240.0000,-6.000000
grid,224.0000,240.0000,-6.000000
grid,240.0000,240.0000,-6.000000
grid,256.0000,240.0000,-6.000000
grid,272.0000,240.0000,-6.000000
grid,288.0000,240.0000,-6.000000
grid,304.0000,240.0000,-6.000000
grid,320.0000,240.0000,-6.000000
grid,336.0000,240.0000,-6.000000
grid,352.0000,240.0000,-6.000000
grid,368.0000,240.0000,-6.000000
grid,384.0000,240.0000,-6.000000
grid,400.0000,240.0000,-6.000000
grid,416.0000,240.0000,-6.000000
grid,432.0000,240.0000,-6.000000
grid,448.0000,240.0000,-6.000000
grid,464.0000,240.0000,-6.000000
grid,480.0000,240.0000,-6.000000
grid,496.0000,240.0000,-6.000000
grid,512.0000,240.0000,-6.000000
grid,0.0000,256.0000,-6.000000
grid,16.0000,256.0000,-6.000000
grid,32.0000,256.0000,-6.000000
grid,48.0000,256.0000,-6.000000
grid,64.0000,256.0000,-6.000000
grid,80.0000,256.0000,-6.000000
grid,96.0000,256.0000,-6.000000
grid,112.0000,256.0000,-5.603961
grid,128.0000,256.0000,-5.603961
grid,144.0000,256.0000,-6.000000
grid,160.0000,256.0000,-6.000000
grid,176.0000,256.0000,-6.000000
grid,192.0000,256.0000,-6.000000
grid,208.0000,256.0000,-6.000000
grid,224.0000,256.0000,-6.000000
grid,240.0000,256.0000,-6.000000
grid,256.0000,256.0000,-6.000000
grid,272.0000,256.0000,-6.000000
grid,288.0000,256.0000,-6.000000
grid,304.0000,256.0000,-6.000000
grid,320.0000,256.0000,-6.000000
grid,336.0000,256.0000,-6.000000
grid,352.0000,256.0000,-6.000000
grid,368.0000,256.0000,-6.000000
grid,384.0000,256.0000,-6.000000
grid,400.0000,256.0000,-6.000000
grid,416.0000,256.0000,-6.000000
grid,432.0000,256.0000,-6.000000
grid,448.0000,256.0000,-6.000000
grid,464.0000,256.0000,-6.000000
grid,480.0000,256.0000,-6.000000
grid,496.0000,256.0000,-6.000000
grid,512.0000,256.0000,-6.000000
grid,0.0000,272.0000,-6.000000
grid,16.0000,272.0000,-6.000000
grid,32.0000,272.0000,-6.000000
grid,48.0000,272.0000,-6.000000
grid,64.0000,272.0000,-6.000000
grid,80.0000,272.0000,-6.000000
grid,96.0000,272.0000,-6.000000
grid,112.0000,272.0000,-5.603961
grid,128.0000,272.0000,-5.603961
grid,144.0000,272.0000,-6.000000
grid,160.0000,272.0000,-6.000000
grid,176.0000,272.0000,-6.000000
grid,192.0000,272.0000,-6.000000
grid,208.0000,272.0000,-6.000000
grid,224.0000,272.0000,-6.000000
grid,240.0000,272.0000,-6.000000
grid,256.0000,272.0000,-6.000000
grid,272.0000,272.0000,-6.000000
grid,288.0000,272.0000,-6.000000
grid,304.0000,272.0000,-6.000000
grid,320.0000,272.0000,-6.000000
grid,336.0000,272.0000,-6.000000
grid,352.0000,272.0000,-6.000000
grid,368.0000,272.0000,-6.000000
grid,384.0000,272.0000,-6.000000
grid,400.0000,272.0000,-6.000000
grid,416.0000,272.0000,-6.000000
grid,432.0000,272.0000,-6.000000
grid,448.0000,272.0000,-6.000000
grid,464.0000,272.0000,-6.000000
grid,480.0000,272.0000,-6.000000
grid,496.0000,272.0000,-6.000000
grid,512.0000,272.0000,-6.000000
grid,0.0000,288.0000,-6.000000
grid,16.0000,288.0000,-6.000000
grid,32.0000,288.0000,-6.000000
grid,48.0000,288.0000,-6.000000
grid,64.0000,288.0000,-6.000000
grid,80.0000,288.0000,-6.000000
grid,96.0000,288.0000,-6.000000
grid,112.0000,288.0000,-5.603961
grid,128.0000,288.0000,-5.603961
grid,144.0000,288.0000,-6.000000
grid,160.0000,288.0000,-6.000000
grid,176.0000,288.0000,-6.000000
grid,192.0000,288.0000,-6.000000
grid,208.0000,288.0000,-6.000000
grid,224.0000,288.0000,-6.000000
grid,240.0000,288.0000,-6.000000
grid,256.0000,288.0000,-6.000000
grid,272.0000,288.0000,-6.000000
grid,288.0000,288.0000,-6.000000
grid,304.0000,288.0000,-6.000000
grid,320.0000,288.0000,-6.000000
grid,336.0000,288.0000,-6.000000
grid,352.0000,288.0000,-6.000000
grid,368.0000,288.0000,-6.000000
grid,384.0000,288.0000,-6.000000
grid,400.0000,288.0000,-6.000000
grid,416.0000,288.0000,-6.000000
grid,432.0000,288.0000,-6.000000
grid,448.0000,288.0000,-6.000000
grid,464.0000,288.0000,-6.000000
grid,480.0000,288.0000,-6.000000
grid,496.0000,288.0000,-6.000000
grid,512.0000,288.0000,-6.000000
grid,0.0000,304.0000,-6.000000
grid,16.0000,304.0000,-6.000000
grid,32.0000,304.0000,-6.000000
grid,48.0000,304.0000,-6.000000
grid,64.0000,304.0000,-6.000000
grid,80.0000,304.0000,-6.000000
grid,96.0000,304.0000,-6.000000
grid,112.0000,304.0000,-5.603961
grid,128.0000,304.0000,-5.603961
grid,144.0000,304.0000,-6.000000
grid,160.0000,304.0000,-6.000000
grid,176.0000,304.0000,-6.000000
grid,192.0000,304.0000,-6.000000
grid,208.0000,304.0000,-6.000000
grid,224.0000,304.0000,-6.000000
grid,240.0000,304.0000,-6.000000
grid,256.0000,304.0000,-6.000000
grid,272.0000,304.0000,-6.000000
grid,288.0000,304.0000,-6.000000
grid,304.0000,304.0000,-6.000000
grid,320.0000,304.0000,-6.000000
grid,336.0000,304.0000,-6.000000
grid,352.0000,304.0000,-6.000000
grid,368.0000,304.0000,-3.739266
grid,384.0000,304.0000,-3.508036
grid,400.0000,304.0000,-6.000000
grid,416.0000,304.0000,-6.000000
grid,432.0000,304.0000,-6.000000
grid,448.0000,304.0000,-6.000000
grid,464.0000,304.0000,-6.000000
grid,480.0000,304.0000,-6.000000
grid,496.0000,304.0000,-6.000000
grid,512.0000,304.0000,-6.000000
grid,0.0000,320.0000,-6.000000
grid,16.0000,320.0000,-6.000000
grid,32.0000,320.0000,-6.000000
grid,48.0000,320.0000,-6.000000
grid,64.0000,320.0000,-6.000000
grid,80.0000,320.0000,-6.000000
grid,96.0000,320.0000,-6.000000
grid,112.0000,320.0000,-3.487513
grid,128.0000,320.0000,-4.698525
grid,144.0000,320.0000,-6.000000
grid,160.0000,320.0000,-6.000000
grid,176.0000,320.0000,-6.000000
grid,192.0000,320.0000,-6.000000
grid,208.0000,320.0000,-6.000000
grid,224.0000,320.0000,-6.000000
grid,240.0000,320.0000,-6.000000
grid,256.0000,320.0000,-6.000000
grid,272.0000,320.0000,-6.000000
grid,288.0000,320.0000,-6.000000
grid,304.0000,320.0000,-6.000000
grid,320.0000,320.0000,-6.000000
grid,336.0000,320.0000,-6.000000
grid,352.0000,320.0000,-5.904889
grid,368.0000,320.0000,6.981930
grid,384.0000,320.0000,6.926903
grid,400.0000,320.0000,6.575376
grid,416.0000,320.0000,-3.455859
grid,432.0000,320.0000,-6.000000
grid,448.0000,320.0000,-6.000000
grid,464.0000,320.0000,-6.000000
grid,480.0000,320.0000,-6.000000
grid,496.0000,320.0000,-6.000000
grid,512.0000,320.0000,-6.000000
grid,0.0000,336.0000,-6.000000
grid,16.0000,336.0000,-6.000000
grid,32.0000,336.0000,-6.000000
grid,48.0000,336.0000,-6.000000
grid,64.0000,336.0000,-6.000000
grid,80.0000,336.0000,-5.996095
grid,96.0000,336.0000,-4.313523
grid,112.0000,336.0000,0.714110
grid,128.0000,336.0000,1.046956
grid,144.0000,336.0000,-3.790408
grid,160.0000,336.0000,-6.000000
grid,176.0000,336.0000,-6.000000
grid,192.0000,336.0000,-6.000000
grid,208.0000,336.0000,-6.000000
grid,224.0000,336.0000,-6.000000
grid,240.0000,336.0000,-6.000000
grid,256.0000,336.0000,-6.000000
grid,272.0000,336.0000,-6.000000
grid,288.0000,336.0000,-6.000000
